Macroporosity,Vugs,Count,Sample,Grid,R,P_Area_100,WAv_Lx,Alignment,Alignment2,Eccent,keq_simulation,WAv_ly,Lx_norm,Ly_norm,Perimeter,EquivDiameter,Major,Minor,DifMajorMinor,Av_Area,Std_area,var_Area,Std_Lx,var_Lx
0.28,490,279,aleatory,grid-15,r1,0.264515,3.29269,0.558258,0.341391,0.543013,2.05295,3.19525,0.0329269,0.0639049,0.0879718,122.092,168.887,104.191,64.6961,0.0948081,6488.98,4.21069e+07,0.0116432,0.000135563
0.28,490,198,aleatory,grid-19,r1,0.279561,5.23372,0.532835,0.414298,0.663081,2.4134,5.10762,0.0523372,0.102152,0.192982,167.99,278.433,159.317,119.116,0.141193,13175.7,1.736e+08,0.0214283,0.000459171
0.28,490,490,aleatory,grid-20,r1,0.278512,1.92945,0.562255,0.01,0.123124,2.04408,1.92636,0.0192945,0.0385273,0.0428312,79.8946,80.2567,79.5978,0.658924,0.0568392,25.7369,662.385,0.000234022,5.47661e-08
0.28,490,490,aleatory,grid-30,r1,0.27632,1.91833,0.553313,0.01,0.10874,1.80376,1.91036,0.0191833,0.0382073,0.0424357,79.5793,79.8693,79.3529,0.516415,0.0563919,19.7688,390.807,0.000267695,7.16605e-08
0.3,525,321,aleatory,grid-10,r1,0.265748,2.85827,0.526966,0.258634,0.486966,1.94408,2.85388,0.0285827,0.0570776,0.0694014,108.818,140.842,93.9984,46.8441,0.0827874,4772.93,2.27808e+07,0.0086447,7.47308e-05
0.3,525,276,aleatory,grid-15,r1,0.281691,3.50109,0.54723,0.345145,0.578856,2.1522,3.34575,0.0350109,0.066915,0.0962672,128.42,181.279,108.676,72.6027,0.102062,7342.76,5.39161e+07,0.0128979,0.000166357
0.3,525,147,aleatory,grid-19,r1,0.30024,7.26832,0.485481,0.412186,0.717989,2.84667,7.1951,0.0726832,0.143902,0.331754,219.514,394.713,219.955,174.757,0.204245,22691.2,5.14891e+08,0.0303663,0.00092211
0.3,525,525,aleatory,grid-20,r1,0.298535,1.93183,0.565111,0.01,0.126094,2.1991,1.92874,0.0193183,0.0385748,0.0428879,79.9119,80.2891,79.6002,0.688907,0.0568638,24.5017,600.333,0.000220986,4.88348e-08
0.3,525,525,aleatory,grid-30,r1,0.295861,1.91792,0.56927,0.01,0.109029,1.88207,1.90854,0.0191792,0.0381709,0.0423669,79.5529,79.8436,79.325,0.518534,0.0563545,18.5037,342.387,0.000265957,7.07329e-08
0.32,560,326,aleatory,grid-10,r1,0.281818,2.94592,0.508469,0.262225,0.529005,2.07179,3.01227,0.0294592,0.0602454,0.0736166,112.455,149.073,95.078,53.9953,0.0864473,5254.82,2.76132e+07,0.00899795,8.09631e-05
0.32,560,282,aleatory,grid-15,r1,0.299283,3.51225,0.515668,0.316401,0.567106,2.25599,3.52407,0.0351225,0.0704813,0.0988285,132.523,183.834,114.375,69.4595,0.106129,7716.45,5.95436e+07,0.0128818,0.00016594
0.32,560,125,aleatory,grid-19,r1,0.32054,8.1975,0.527918,0.471361,0.768611,3.32354,8.498,0.081975,0.16996,0.404984,246.289,473.665,244.482,229.184,0.256432,28088.3,7.88955e+08,0.0342785,0.00117502
0.32,560,560,aleatory,grid-20,r1,0.318546,1.93094,0.579714,0.01,0.127012,2.32723,1.92596,0.0193094,0.0385191,0.0428745,79.9254,80.3095,79.6069,0.70257,0.0568832,23.8834,570.416,0.000219154,4.80286e-08
0.34,595,318,aleatory,grid-10,r1,0.293456,3.03196,0.530474,0.324165,0.546361,2.12092,3.06406,0.0303196,0.0612813,0.0757713,116.228,151.215,100.12,51.0944,0.0922818,5445.75,2.96562e+07,0.0093061,8.66036e-05
0.34,595,267,aleatory,grid-15,r1,0.315965,3.99853,0.51188,0.346589,0.607396,2.48878,4.05227,0.0399853,0.0810454,0.119851,145.846,208.988,125.463,83.5251,0.118339,9834.11,9.67097e+07,0.0147022,0.000216154
0.34,595,132,aleatory,grid-19,r1,0.340636,10.951,0.559584,0.50654,0.772645,4.02809,9.32046,0.10951,0.186409,0.584193,284.361,584.661,276.968,307.693,0.258058,37238.2,1.38669e+09,0.0430883,0.0018566
0.34,595,595,aleatory,grid-20,r1,0.33855,1.93301,0.578871,0.01,0.125085,2.51927,1.92955,0.0193301,0.038591,0.0429061,79.9367,80.3116,79.627,0.684562,0.0568992,23.8404,568.365,0.000203908,4.15783e-08
0.35,612,347,aleatory,grid-10,r1,0.306935,2.85895,0.503975,0.299586,0.537275,2.16812,2.96036,0.0285895,0.0592072,0.0696141,110.978,144.501,93.6485,50.8523,0.0884538,4560.96,2.08024e+07,0.00821755,6.75282e-05
0.35,612,258,aleatory,grid-15,r1,0.32318,4.17915,0.510054,0.362929,0.636748,2.45883,4.22185,0.0417915,0.084437,0.124372,151.669,225.032,127.082,97.9492,0.125264,10481.3,1.09857e+08,0.0157626,0.000248458
0.35,612,137,aleatory,grid-19,r1,0.350349,11.0017,0.534125,0.485541,0.739479,4.10537,10.4339,0.110017,0.208678,0.609699,293.093,572.686,302.024,270.662,0.255729,38285.5,1.46578e+09,0.0425699,0.0018122
0.35,612,612,aleatory,grid-20,r1,0.348226,1.93159,0.566824,0.01,0.127172,2.53154,1.92929,0.0193159,0.0385859,0.0428754,79.937,80.32,79.6191,0.700866,0.0568996,23.7019,561.78,0.000222861,4.96669e-08
0.36,630,338,aleatory,grid-10,r1,0.311124,3.09812,0.501648,0.28048,0.542331,2.22576,3.27346,0.0309812,0.0654692,0.0817555,119.937,161.078,102.213,58.8649,0.0920485,6390.48,4.08383e+07,0.00957882,9.17537e-05
0.36,630,280,aleatory,grid-15,r1,0.334506,4.26049,0.526521,0.369265,0.618402,2.74803,4.10038,0.0426049,0.0820076,0.127395,149.279,223.001,129.336,93.6651,0.119466,10531.6,1.10915e+08,0.0161056,0.000259391
0.36,630,126,aleatory,grid-19,r1,0.36088,12.0507,0.570478,0.530441,0.732475,4.08898,10.5289,0.120507,0.210578,0.694556,313.165,580.726,339.055,241.67,0.286412,43443.3,1.88732e+09,0.045698,0.00208831
0.36,630,630,aleatory,grid-20,r1,0.358642,1.93314,0.58043,0.01,0.126489,2.70304,1.92913,0.0193314,0.0385825,0.0429145,79.9565,80.3396,79.6384,0.701143,0.0569274,23.8817,570.337,0.000209534,4.39043e-08
0.38,665,357,aleatory,grid-10,r1,0.326554,3.07901,0.547973,0.342009,0.566336,2.4179,2.8944,0.0307901,0.0578881,0.0726601,113.841,151.363,94.7448,56.6185,0.0914717,5002.78,2.50279e+07,0.0100261,0.000100523
0.38,665,269,aleatory,grid-15,r1,0.351337,4.41001,0.500835,0.373005,0.64622,2.85542,4.5207,0.0441001,0.0904139,0.137482,157.062,234.647,136.371,98.2761,0.130608,11471.9,1.31605e+08,0.0167901,0.000281908
0.38,665,131,aleatory,grid-19,r1,0.380958,12.2139,0.438898,0.377181,0.73398,4.61488,12.5892,0.122139,0.251785,0.74009,331.705,656.928,349.637,307.291,0.290808,45461.5,2.06675e+09,0.0471525,0.00222336
0.38,665,665,aleatory,grid-20,r1,0.3786,1.93337,0.592969,0.01,0.126229,2.8722,1.93,0.0193337,0.0385999,0.0429369,79.9599,80.3396,79.6456,0.693995,0.0569323,23.2279,539.537,0.000207517,4.30634e-08
0.4,700,377,aleatory,grid-10,r1,0.346434,3.0319,0.547374,0.342516,0.552079,2.50546,2.91112,0.030319,0.0582225,0.0725469,113.938,147.963,96.7837,51.179,0.0918923,4909.13,2.40996e+07,0.00951882,9.06079e-05
0.4,700,279,aleatory,grid-15,r1,0.369375,4.71698,0.522879,0.383346,0.65527,3.02355,4.63238,0.0471698,0.0926476,0.149071,162.934,250.343,135.834,114.509,0.132392,12687.2,1.60964e+08,0.0182407,0.000332722
0.4,700,88,aleatory,grid-19,r1,0.401569,19.4573,0.40892,0.37752,0.753585,0,23.0732,0.194573,0.461463,2.39338,561.775,1102.27,645.864,456.402,0.456328,111925,1.25273e+10,0.0570575,0.00325555
0.4,700,700,aleatory,grid-20,r1,0.398748,1.93371,0.562968,0.01,0.126766,2.94852,1.93134,0.0193371,0.0386269,0.0429391,79.9822,80.3665,79.6627,0.703787,0.056964,24.0645,579.098,0.000217976,4.75134e-08
0.42,735,364,aleatory,grid-10,r1,0.356274,3.28229,0.506553,0.306938,0.571887,2.6096,3.42224,0.0328229,0.0684448,0.0863353,125.124,170.388,104.457,65.9317,0.0978776,6998.33,4.89766e+07,0.0104876,0.00010999
0.42,735,283,aleatory,grid-15,r1,0.387137,4.51029,0.487616,0.361086,0.653116,3.12931,4.71235,0.0451029,0.0942471,0.144155,162.259,239.871,143.601,96.2695,0.136798,12178.6,1.48317e+08,0.0174593,0.000304826
0.42,735,77,aleatory,grid-19,r1,0.421947,22.6131,0.707998,0.675487,0.723994,0,16.3153,0.226131,0.326305,1.76662,525.933,1029.05,583.85,445.205,0.547983,101456,1.02934e+10,0.0816707,0.0066701
0.42,735,735,aleatory,grid-20,r1,0.41871,1.93415,0.577207,0.01,0.126654,3.23807,1.93167,0.0193415,0.0386333,0.0429604,79.9845,80.3694,79.665,0.704459,0.0569674,23.2685,541.424,0.000207451,4.30357e-08
0.44,770,366,aleatory,grid-10,r1,0.374086,3.59241,0.519398,0.327658,0.584054,2.92284,3.4303,0.0359241,0.068606,0.0919852,128.548,177.61,108.138,69.4714,0.102209,7447.47,5.54648e+07,0.0127563,0.000162723
0.44,770,254,aleatory,grid-15,r1,0.402568,5.76803,0.50306,0.388868,0.700837,3.7562,6.17918,0.0576803,0.123584,0.216596,195.713,325.784,165.763,160.021,0.158491,18549.2,3.44072e+08,0.0220956,0.000488215
0.44,770,73,aleatory,grid-19,r1,0.44228,34.3557,0.63421,0.611321,0.684373,0,30.0659,0.343557,0.601318,6.09361,904.035,1569.79,1131.83,437.957,0.605863,213877,4.57433e+10,0.0787495,0.00620148
0.44,770,770,aleatory,grid-20,r1,0.438806,1.93603,0.588823,0.01,0.127263,3.51789,1.93302,0.0193603,0.0386604,0.0429691,79.9989,80.384,79.6784,0.705693,0.0569878,23.6882,561.132,0.000201942,4.07806e-08
0.45,787,373,aleatory,grid-10,r1,0.381441,3.56953,0.53394,0.358846,0.581915,2.96307,3.44997,0.0356953,0.0689995,0.0926662,129.408,176.121,110.767,65.3545,0.102263,7520.09,5.65517e+07,0.0123381,0.000152229
0.45,787,243,aleatory,grid-15,r1,0.409739,6.27314,0.517592,0.401586,0.642075,3.93762,6.11111,0.0627314,0.122222,0.239238,208.412,319.578,198.642,120.937,0.168617,20422.5,4.17079e+08,0.0240893,0.000580295
0.45,787,51,aleatory,grid-19,r1,0.45233,74.2609,0.817521,0.801575,0.856558,0,38.7127,0.742609,0.774254,13.9343,1462.42,3374.58,1551.58,1823.01,0.886923,398259,1.5861e+11,0.1398,0.0195441
0.45,787,787,aleatory,grid-20,r1,0.448611,1.93617,0.583747,0.01,0.124821,3.51103,1.93382,0.0193617,0.0386765,0.0429792,80.0092,80.3834,79.6999,0.683481,0.0570026,22.8427,521.788,0.000204279,4.17297e-08
0.02,15,14,aleatory,grid-15,r2,0.0196202,3.11723,0.509977,0.0624495,0.203031,1.04157,3.09456,0.0311723,0.0618913,0.0690791,127.272,135.066,121.91,13.1561,0.140144,2645.88,7.00066e+06,0.00393299,1.54684e-05
0.02,15,13,aleatory,grid-23,r2,0.0195566,3.21043,0.658502,0.127433,0.287336,1.04387,3.20768,0.0321043,0.0641535,0.0744572,133.557,150.899,122.347,28.5516,0.150435,3886.11,1.51019e+07,0.00637578,4.06506e-05
0.02,15,14,aleatory,grid-29,r2,0.0198341,3.30095,0.569658,0.133508,0.222034,1.04439,2.91272,0.0330095,0.0582544,0.0726294,128.612,142.217,121.473,20.7442,0.141672,3133.64,9.81967e+06,0.0076686,5.88074e-05
0.02,15,15,aleatory,grid-30,r2,0.0198557,2.93175,0.483604,0.01,0.0989447,1.04552,2.93967,0.0293175,0.0587933,0.0650635,121.923,122.269,121.623,0.645209,0.132371,23.7152,562.41,0.000252404,6.3708e-08
0.02,15,15,aleatory,grid-40,r2,0.0198553,2.92699,0.476427,0.01,0.116286,1.04191,2.92857,0.0292699,0.0585714,0.0649941,121.922,122.375,121.515,0.859643,0.132369,32.148,1033.5,0.000167555,2.80747e-08
0.04,30,29,aleatory,grid-15,r2,0.0394687,3.02831,0.419095,0.030845,0.141066,1.08661,3.00156,0.0302831,0.0600312,0.0670279,124.563,128.565,121.803,6.76221,0.136099,1828.49,3.34339e+06,0.00282478,7.97937e-06
0.04,30,25,aleatory,grid-23,r2,0.0389384,3.35884,0.534971,0.106983,0.289176,1.08579,3.63647,0.0335884,0.0727294,0.0836844,141.634,164.311,128.738,35.573,0.155754,6706.12,4.4972e+07,0.00641722,4.11807e-05
0.04,30,26,aleatory,grid-29,r2,0.039694,3.69246,0.47358,0.0869793,0.272096,1.08883,3.49315,0.0369246,0.0698629,0.0921133,141.717,171.178,131.096,40.0826,0.152669,7224.32,5.21908e+07,0.0113786,0.000129472
0.04,30,30,aleatory,grid-30,r2,0.0396849,2.93095,0.445219,0.01,0.107769,1.08351,2.93414,0.0293095,0.0586827,0.0649048,121.883,122.289,121.521,0.768266,0.132283,29.3052,858.792,0.000210652,4.43741e-08
0.04,30,30,aleatory,grid-40,r2,0.03972,2.92539,0.497277,0.01,0.108569,1.08743,2.93015,0.0292539,0.058603,0.0649872,121.937,122.335,121.582,0.752788,0.1324,26.7406,715.057,0.000204849,4.19631e-08
0.05,38,35,aleatory,grid-15,r2,0.0493188,3.04325,0.345158,0.000152227,0.17041,1.10253,3.18678,0.0304325,0.0637355,0.070716,128.893,134.302,125.833,8.46936,0.140911,3506.25,1.22938e+07,0.0025286,6.3938e-06
0.05,38,34,aleatory,grid-23,r2,0.0496772,3.04314,0.471785,0.050314,0.238589,1.10859,3.37009,0.0304314,0.0674018,0.0742748,132.498,150.229,122.093,28.1359,0.146109,4255.38,1.81082e+07,0.00397267,1.57821e-05
0.05,38,30,aleatory,grid-29,r2,0.0503407,3.90602,0.60582,0.224769,0.339854,1.12184,3.59819,0.0390602,0.0719637,0.0985264,148.595,181.691,140.827,40.8632,0.167802,7529.78,5.66975e+07,0.0109652,0.000120235
0.05,38,37,aleatory,grid-30,r2,0.0503079,3.094,0.635163,0.0526032,0.145403,1.12877,2.92292,0.03094,0.0584585,0.0684898,124.59,130.58,121.617,8.9622,0.135967,1919.84,3.68578e+06,0.00496392,2.46405e-05
0.05,38,38,aleatory,grid-40,r2,0.0502921,2.93923,0.486878,0.01,0.105886,1.1103,2.93107,0.0293923,0.0586215,0.0649263,121.913,122.307,121.561,0.745831,0.132348,34.7796,1209.62,0.000172382,2.97155e-08
0.06,45,39,aleatory,grid-15,r2,0.056445,3.12663,0.463172,0.102116,0.228129,1.12826,3.10573,0.0312663,0.0621147,0.0703269,130.002,137.339,124.47,12.8699,0.144731,3102.18,9.6235e+06,0.00406064,1.64888e-05
0.06,45,42,aleatory,grid-23,r2,0.0590587,3.20958,0.622363,0.126679,0.198514,1.13315,2.91738,0.0320958,0.0583476,0.0697273,127.634,136.52,121.848,14.6724,0.140616,2696.72,7.27229e+06,0.00605865,3.67072e-05
0.06,45,37,aleatory,grid-29,r2,0.0595739,3.69412,0.542183,0.133727,0.346042,1.14456,3.55739,0.0369412,0.0711479,0.0932672,144.4,194.472,121.579,72.8934,0.161011,6864.02,4.71148e+07,0.0133508,0.000178245
0.06,45,45,aleatory,grid-30,r2,0.0596189,2.93651,0.529001,0.01,0.099947,1.12771,2.93176,0.0293651,0.0586351,0.0650812,121.977,122.324,121.674,0.649968,0.132487,31.3556,983.174,0.000175845,3.09215e-08
0.06,45,45,aleatory,grid-40,r2,0.0595937,2.93333,0.531947,0.01,0.0919276,1.12948,2.93017,0.0293333,0.0586033,0.0650259,121.951,122.254,121.693,0.560351,0.13243,25.0147,625.734,0.000172889,2.98907e-08
0.08,60,54,aleatory,grid-15,r2,0.077228,3.11271,0.44977,0.0752626,0.230619,1.17267,3.13191,0.0311271,0.0626381,0.0700042,128.78,137.798,122.297,15.5012,0.143015,2750.42,7.5648e+06,0.00396957,1.57575e-05
0.08,60,54,aleatory,grid-23,r2,0.078468,3.17605,0.495814,0.0870494,0.224509,1.18264,3.17185,0.0317605,0.063437,0.0732136,131.489,143.034,124.794,18.24,0.145311,3862.04,1.49154e+07,0.00532354,2.83401e-05
0.08,60,47,aleatory,grid-29,r2,0.0794862,3.58792,0.477745,0.183867,0.408532,1.19717,3.68662,0.0358792,0.0737325,0.0940951,146.162,185.632,129.757,55.875,0.16912,6349.42,4.03151e+07,0.00976287,9.53136e-05
0.08,60,60,aleatory,grid-30,r2,0.0795149,2.93532,0.592658,0.01,0.0987492,1.19297,2.93055,0.0293532,0.0586109,0.0651229,121.994,122.337,121.697,0.640682,0.132525,29.4846,869.339,0.000175849,3.09229e-08
0.08,60,60,aleatory,grid-40,r2,0.0794313,2.93809,0.600874,0.01,0.0951538,1.17197,2.92858,0.0293809,0.0585715,0.064979,121.93,122.249,121.656,0.5936,0.132385,32.1191,1031.63,0.00016519,2.72878e-08
0.1,75,65,aleatory,grid-15,r2,0.0953848,3.18801,0.437161,0.118638,0.26627,1.22781,3.16629,0.0318801,0.0633258,0.0713569,130.856,142.204,122.616,19.5871,0.146746,3063.91,9.38757e+06,0.00468596,2.19582e-05
0.1,75,61,aleatory,grid-23,r2,0.0970588,3.66489,0.525906,0.184366,0.317647,1.24718,3.35048,0.0366489,0.0670095,0.0847942,143.921,166.481,130.692,35.7886,0.159113,7076.42,5.00757e+07,0.00987279,9.7472e-05
0.1,75,49,aleatory,grid-29,r2,0.0994887,4.42783,0.455439,0.246544,0.540822,1.26658,4.85052,0.0442783,0.0970103,0.138594,173.815,255.164,149.266,105.898,0.203038,12733.9,1.62153e+08,0.0147654,0.000218016
0.1,75,73,aleatory,grid-30,r2,0.0993401,2.93429,0.526309,1.05996e-05,0.135306,1.23887,3.17445,0.0293429,0.0634891,0.0702942,125.558,134.65,121.646,13.0043,0.136082,2754.3,7.58617e+06,0.000187168,3.50318e-08
0.1,75,75,aleatory,grid-40,r2,0.0993084,2.93714,0.593391,0.01,0.101677,1.23984,2.93175,0.0293714,0.058635,0.0650657,121.942,122.301,121.628,0.673376,0.132411,22.6187,511.604,0.000168995,2.85592e-08
0.12,90,73,aleatory,grid-15,r2,0.112843,3.38835,0.44643,0.108485,0.305715,1.27704,3.43177,0.0338835,0.0686354,0.0770361,137.502,156.937,125.145,31.792,0.154579,4969.2,2.4693e+07,0.00692488,4.7954e-05
0.12,90,76,aleatory,grid-23,r2,0.117115,3.50524,0.579436,0.19499,0.302509,1.31334,3.20886,0.0350524,0.0641773,0.0792186,137.9,160.203,124.535,35.668,0.154099,5285.39,2.79354e+07,0.0086927,7.55631e-05
0.12,90,61,aleatory,grid-29,r2,0.119318,4.01051,0.454801,0.192621,0.510719,1.30671,4.55654,0.0401051,0.0911307,0.12257,165.455,230.701,142.646,88.0544,0.195603,10426.6,1.08715e+08,0.0123835,0.00015335
0.12,90,86,aleatory,grid-30,r2,0.119293,3.1328,0.534976,0.0332856,0.157585,1.31808,3.13267,0.031328,0.0626533,0.0738614,127.967,142.807,121.701,21.1066,0.138713,3549.91,1.26018e+07,0.00646814,4.18368e-05
0.12,90,90,aleatory,grid-40,r2,0.119136,2.93705,0.540903,0.01,0.103664,1.29263,2.93069,0.0293705,0.0586138,0.0650619,121.924,122.3,121.594,0.705366,0.132373,29.0135,841.785,0.000172327,2.96964e-08
0.14,105,87,aleatory,grid-15,r2,0.132855,3.34103,0.480224,0.1272,0.279498,1.32699,3.33741,0.0334103,0.0667482,0.0759386,136.089,150.781,126.78,24.0008,0.152707,4630.8,2.14443e+07,0.00656498,4.3099e-05
0.14,105,80,aleatory,grid-23,r2,0.135034,3.48429,0.445038,0.148225,0.370352,1.35092,3.73614,0.0348429,0.0747228,0.0876555,147.668,179.172,130.023,49.149,0.168792,7056.01,4.97873e+07,0.00849208,7.21154e-05
0.14,105,65,aleatory,grid-29,r2,0.139324,4.71927,0.503912,0.260041,0.522322,1.40679,5.82296,0.0471927,0.116459,0.164677,186.593,297.618,159.215,138.404,0.214344,15800.3,2.49649e+08,0.0156008,0.000243386
0.14,105,104,aleatory,grid-30,r2,0.139196,2.99178,0.557565,0.019099,0.116808,1.37011,2.92903,0.0299178,0.0585806,0.0663805,122.981,125.379,121.697,3.68265,0.133842,1153.91,1.33151e+06,0.00294141,8.65192e-06
0.14,105,105,aleatory,grid-40,r2,0.139013,2.93379,0.533131,0.01,0.0999882,1.35151,2.92948,0.0293379,0.0585896,0.0650594,121.934,122.29,121.623,0.667302,0.132394,31.4482,988.987,0.000183779,3.37748e-08
0.15,113,91,aleatory,grid-15,r2,0.141027,3.40055,0.466825,0.108848,0.286419,1.37874,3.48526,0.0340055,0.0697053,0.0789387,139.128,155.731,129.359,26.3722,0.154975,5706.3,3.25619e+07,0.00655258,4.29363e-05
0.15,113,84,aleatory,grid-23,r2,0.145336,3.64399,0.478602,0.173366,0.374756,1.40007,3.87117,0.0364399,0.0774235,0.0921685,151.426,188.526,133.19,55.3363,0.173019,7810.03,6.09965e+07,0.00978091,9.56661e-05
0.15,113,69,aleatory,grid-29,r2,0.149917,4.35422,0.411738,0.213752,0.588255,1.42992,5.28558,0.0435422,0.105712,0.148968,180.485,274.797,150.728,124.07,0.217272,13677.2,1.87065e+08,0.0143728,0.000206577
0.15,113,104,aleatory,grid-30,r2,0.149872,3.49306,0.4822,0.0664954,0.168622,1.40469,3.12125,0.0349306,0.062425,0.0837398,134.012,152.022,129.561,22.4614,0.144107,5460.88,2.98213e+07,0.0100913,0.000101834
0.15,113,113,aleatory,grid-40,r2,0.14963,2.93384,0.505969,0.01,0.098814,1.37342,2.92942,0.0293384,0.0585884,0.065067,121.944,122.291,121.643,0.648033,0.132416,29.5144,871.099,0.000179235,3.21252e-08
0.16,120,91,aleatory,grid-15,r2,0.150031,3.67554,0.445284,0.207179,0.388888,1.40077,3.50714,0.0367554,0.0701427,0.0831316,143.345,171.656,126.615,45.0416,0.164869,5823.29,3.39107e+07,0.00969912,9.40729e-05
0.16,120,93,aleatory,grid-23,r2,0.154787,3.70427,0.504006,0.198094,0.376292,1.40808,3.52248,0.0370427,0.0704495,0.0874934,146.416,176.346,130.264,46.0816,0.166438,6940.87,4.81757e+07,0.0107207,0.000114934
0.16,120,59,aleatory,grid-29,r2,0.1594,6.25139,0.538004,0.3806,0.631651,1.54852,5.84283,0.0625139,0.116857,0.199674,210.237,333.906,186.195,147.711,0.27017,19280,3.71719e+08,0.0265313,0.000703909
0.16,120,120,aleatory,grid-30,r2,0.159119,2.93413,0.490857,0.01,0.0987499,1.46278,2.93195,0.0293413,0.0586389,0.0651761,122.028,122.378,121.723,0.655194,0.132599,33.6601,1133,0.000189607,3.59509e-08
0.16,120,120,aleatory,grid-40,r2,0.158894,2.93354,0.517858,0.01,0.101558,1.40515,2.93195,0.0293354,0.058639,0.065071,121.942,122.302,121.627,0.674422,0.132412,25.0885,629.432,0.000187491,3.5153e-08
0.18,135,105,aleatory,grid-15,r2,0.166928,3.35248,0.501723,0.190473,0.357845,1.48212,3.4171,0.0335248,0.0683419,0.0777018,138.7,158.406,124.991,33.4149,0.158979,4725.15,2.2327e+07,0.00580787,3.37314e-05
0.18,135,97,aleatory,grid-23,r2,0.173152,3.52846,0.375253,0.124679,0.42135,1.47079,4.08261,0.0352846,0.0816523,0.0936929,153.317,188.606,134.541,54.0652,0.178508,7872.71,6.19795e+07,0.00833447,6.94634e-05
0.18,135,82,aleatory,grid-29,r2,0.179144,4.64087,0.443021,0.228789,0.554709,1.54434,5.35084,0.0464087,0.107017,0.157288,184.563,275.94,162.044,113.896,0.218468,14835.2,2.20084e+08,0.0167611,0.000280934
0.18,135,134,aleatory,grid-30,r2,0.179043,2.97856,0.53446,0.0147736,0.113621,1.53996,2.93299,0.0297856,0.0586598,0.0661996,122.786,124.727,121.728,2.99908,0.133614,1006.27,1.01258e+06,0.00259343,6.72587e-06
0.18,135,135,aleatory,grid-40,r2,0.178816,2.93563,0.541595,0.01,0.101079,1.47632,2.92928,0.0293563,0.0585856,0.0650967,121.963,122.322,121.649,0.673703,0.132456,27.917,779.361,0.000169795,2.88304e-08
0.2,150,110,aleatory,grid-15,r2,0.182599,3.61993,0.452867,0.165166,0.34997,1.50414,3.65279,0.0361993,0.0730558,0.0868334,147.305,169.211,134.575,34.6363,0.165999,7385.89,5.45514e+07,0.00814194,6.62911e-05
0.2,150,110,aleatory,grid-23,r2,0.192683,3.57344,0.494372,0.180181,0.435217,1.5825,3.80317,0.0357344,0.0760634,0.0898982,149.946,189.981,127.421,62.5595,0.175167,6989.08,4.88473e+07,0.00995597,9.91212e-05
0.2,150,77,aleatory,grid-29,r2,0.19915,5.2788,0.414801,0.267639,0.607102,1.66532,5.85658,0.052788,0.117132,0.17851,201.008,302.898,180.163,122.735,0.258637,16728.9,2.79856e+08,0.0205035,0.000420393
0.2,150,148,aleatory,grid-30,r2,0.198871,2.93667,0.49573,1.87151e-05,0.124914,1.65114,3.01082,0.0293667,0.0602164,0.0669366,123.377,126.597,121.697,4.9006,0.134372,1367.05,1.86882e+06,0.000183283,3.35925e-08
0.2,150,150,aleatory,grid-40,r2,0.198747,2.93572,0.508765,0.01,0.0963078,1.53865,2.93254,0.0293572,0.0586509,0.0651237,121.982,122.314,121.696,0.618217,0.132498,30.253,915.242,0.000162611,2.64423e-08
0.22,165,119,aleatory,grid-15,r2,0.201586,3.68161,0.475467,0.201228,0.408229,1.58302,3.66455,0.0368161,0.0732909,0.0849129,146.716,176.401,128.198,48.2025,0.1694,6578.99,4.32831e+07,0.00911268,8.30409e-05
0.22,165,111,aleatory,grid-23,r2,0.210471,4.21528,0.507967,0.260867,0.464599,1.69748,4.04259,0.0421528,0.0808517,0.105344,163.119,210.787,140.421,70.3656,0.189613,10179.3,1.03617e+08,0.0137244,0.00018836
0.22,165,74,aleatory,grid-29,r2,0.219227,6.47508,0.41546,0.281709,0.678385,1.84165,7.30461,0.0647508,0.146092,0.26102,235.51,397.181,211.925,185.255,0.296253,26013.8,6.76716e+08,0.0268493,0.000720883
0.22,165,162,aleatory,grid-30,r2,0.218865,3.04716,0.544517,0.0362754,0.131231,1.81105,2.93305,0.0304716,0.058661,0.0676038,123.884,128.132,121.729,6.40331,0.135102,1577.46,2.48837e+06,0.00410394,1.68423e-05
0.22,165,165,aleatory,grid-40,r2,0.218471,2.93434,0.528264,0.01,0.0973221,1.59119,2.93146,0.0293434,0.0586291,0.0650804,121.94,122.278,121.647,0.63082,0.132406,27.5489,758.941,0.000162405,2.63754e-08
0.24,180,124,aleatory,grid-15,r2,0.217844,3.73994,0.542153,0.28314,0.441776,1.71394,3.62659,0.0373994,0.0725317,0.0848912,147.965,174.691,130.997,43.6945,0.175681,6092.94,3.71239e+07,0.00869924,7.56768e-05
0.24,180,113,aleatory,grid-23,r2,0.228305,4.17903,0.48273,0.286791,0.510042,1.78376,4.11818,0.0417903,0.0823636,0.105147,165.555,210.225,143.725,66.5006,0.202039,9633.5,9.28042e+07,0.0126613,0.000160309
0.24,180,82,aleatory,grid-29,r2,0.239146,6.41718,0.50669,0.365327,0.682365,1.95568,6.49456,0.0641718,0.129891,0.22313,221.769,359.156,193.086,166.07,0.291642,21827.2,4.76427e+08,0.0262042,0.000686661
0.24,180,176,aleatory,grid-30,r2,0.238864,3.03532,0.50146,0.0332548,0.133255,1.79338,2.96495,0.0303532,0.059299,0.0681335,124.323,129.406,121.791,7.61493,0.135718,1749.54,3.0609e+06,0.00391135,1.52987e-05
