Macroporosity,Vugs,Count,Sample,Grid,R,P_Area_100,WAv_Lx,Alignment,Alignment2,Eccent,keq_simulation,WAv_ly,Lx_norm,Ly_norm,Perimeter,EquivDiameter,Major,Minor,DifMajorMinor,Av_Area,Std_area,var_Area,Std_Lx,var_Lx
0.06,105,84,aleatory,grid-19,r1,0.0595729,2.40369,0.518186,0.148288,0.328087,1.13869,2.40308,0.0240369,0.0480616,0.0624461,96.4106,115.995,90.8907,25.1046,0.0709201,3133.05,9.81601e+06,0.00621469,3.86223e-05
0.06,105,105,aleatory,grid-20,r1,0.059433,1.9209,0.553896,0.01,0.115882,1.13032,1.91501,0.019209,0.0383002,0.0426388,79.7281,80.0526,79.4702,0.582423,0.0566029,21.0372,442.563,0.000258922,6.70409e-08
0.06,105,105,aleatory,grid-30,r1,0.059326,1.91634,0.535032,0.01,0.115475,1.13199,1.91045,0.0191634,0.038209,0.0425574,79.6561,79.9776,79.4004,0.577175,0.0565009,16.2424,263.815,0.000231394,5.35434e-08
0.08,140,128,aleatory,grid-10,r1,0.0773238,2.04359,0.561938,0.0753809,0.217102,1.18324,2.02308,0.0204359,0.0404617,0.0455565,83.6849,88.9911,80.0112,8.97983,0.0604092,1164.87,1.35693e+06,0.002849,8.11683e-06
0.08,140,126,aleatory,grid-15,r1,0.078458,1.98215,0.523045,0.0375801,0.253136,1.17945,2.14241,0.0198215,0.0428481,0.0477607,85.7321,93.9161,80.6159,13.3002,0.0622683,1510.23,2.2808e+06,0.00231906,5.37802e-06
0.08,140,106,aleatory,grid-19,r1,0.0794499,2.50195,0.514131,0.14101,0.409937,1.19362,2.85069,0.0250195,0.0570138,0.071783,102.262,140.165,89.4949,50.6703,0.0749527,4043.19,1.63474e+07,0.00757522,5.7384e-05
0.08,140,140,aleatory,grid-20,r1,0.0793198,1.92011,0.639306,0.01,0.123776,1.18218,1.9116,0.0192011,0.038232,0.0426482,79.7663,80.1264,79.4734,0.652989,0.056657,22.7346,516.862,0.00024246,5.87868e-08
0.08,140,140,aleatory,grid-30,r1,0.0790904,1.91736,0.601386,0.01,0.116558,1.17931,1.90786,0.0191736,0.0381571,0.0425827,79.6506,79.9806,79.3867,0.593959,0.0564931,17.5515,308.056,0.000237997,5.66427e-08
0.1,175,151,aleatory,grid-10,r1,0.0958913,2.14318,0.535313,0.124323,0.280225,1.23733,2.12964,0.0214318,0.0425927,0.0479266,86.6411,95.9464,80.3834,15.563,0.0635042,1546.38,2.39129e+06,0.0035825,1.28343e-05
0.1,175,149,aleatory,grid-15,r1,0.0975268,2.11299,0.531186,0.111929,0.308173,1.23636,2.1792,0.0211299,0.0435841,0.0504497,88.9075,100.553,81.8772,18.6753,0.0654542,1915.58,3.66946e+06,0.0039637,1.57109e-05
0.1,175,130,aleatory,grid-19,r1,0.0993582,2.57846,0.514974,0.219907,0.45597,1.25425,2.64141,0.0257846,0.0528282,0.0691268,101.265,137.084,87.946,49.1378,0.0764294,3656.53,1.33702e+07,0.0082299,6.77313e-05
0.1,175,175,aleatory,grid-20,r1,0.0990788,1.9199,0.572598,0.01,0.116982,1.24683,1.91813,0.019199,0.0383626,0.0426963,79.7377,80.0695,79.4721,0.597416,0.0566165,21.7975,475.131,0.000246561,6.07926e-08
0.1,175,175,aleatory,grid-30,r1,0.0988141,1.91783,0.5847,0.01,0.11904,1.23032,1.91064,0.0191783,0.0382129,0.0425512,79.6309,79.967,79.3597,0.607306,0.0564652,18.2257,332.177,0.000226408,5.12606e-08
0.12,210,183,aleatory,grid-10,r1,0.114982,2.10784,0.574258,0.0918035,0.260398,1.29328,2.12691,0.0210784,0.0425383,0.0479333,86.4947,94.2589,81.4676,12.7912,0.0628319,1673.52,2.80068e+06,0.0033268,1.10676e-05
0.12,210,169,aleatory,grid-15,r1,0.116477,2.25192,0.500723,0.160668,0.357409,1.29556,2.2757,0.0225192,0.0455141,0.0547007,93.1213,109.46,83.8782,25.5816,0.0689213,2590.51,6.71075e+06,0.00516123,2.66382e-05
0.12,210,157,aleatory,grid-19,r1,0.119195,2.73898,0.574483,0.255624,0.406739,1.33316,2.53833,0.0273898,0.0507665,0.0707479,102.218,134.156,93.4359,40.7206,0.0759202,3905.16,1.52503e+07,0.00915144,8.37488e-05
0.12,210,210,aleatory,grid-20,r1,0.118927,1.92158,0.592152,0.01,0.122301,1.30876,1.91646,0.0192158,0.0383292,0.042646,79.7485,80.1088,79.4542,0.654633,0.0566318,21.6186,467.363,0.000239626,5.74204e-08
0.12,210,210,aleatory,grid-30,r1,0.118614,1.91839,0.594545,0.01,0.116004,1.28553,1.91228,0.0191839,0.0382456,0.0426225,79.6436,79.967,79.3849,0.582125,0.056483,18.5693,344.818,0.000229054,5.24657e-08
0.14,245,192,aleatory,grid-10,r1,0.131668,2.28352,0.532307,0.176925,0.372247,1.34129,2.28734,0.0228352,0.0457468,0.0517915,91.4334,106.176,81.8655,24.3104,0.0685772,2119.46,4.4921e+06,0.00472743,2.23486e-05
0.14,245,185,aleatory,grid-15,r1,0.135036,2.40035,0.542366,0.209062,0.411262,1.36859,2.41964,0.0240035,0.0483928,0.0589062,97.3634,119.813,85.3604,34.4528,0.0729923,3118.27,9.72358e+06,0.00628991,3.95629e-05
0.14,245,145,aleatory,grid-19,r1,0.139402,3.74502,0.553306,0.332319,0.578802,1.47799,3.34582,0.0374502,0.0669164,0.110272,126.192,202.722,106.119,96.6026,0.0961391,7223.17,5.21742e+07,0.0154528,0.000238789
0.14,245,245,aleatory,grid-20,r1,0.138909,1.92227,0.558599,0.01,0.123009,1.38234,1.91908,0.0192227,0.0383815,0.0427262,79.795,80.1564,79.4998,0.656617,0.0566977,23.0706,532.253,0.000222851,4.96624e-08
0.14,245,245,aleatory,grid-30,r1,0.138375,1.92081,0.594773,0.01,0.116698,1.34063,1.90955,0.0192081,0.038191,0.0425717,79.6411,79.969,79.3789,0.590098,0.0564797,17.467,305.095,0.000237057,5.61962e-08
0.15,262,205,aleatory,grid-10,r1,0.1394,2.33432,0.569943,0.179396,0.338445,1.38137,2.2377,0.0233432,0.0447541,0.0521737,91.8935,105.915,83.2794,22.6355,0.0679999,2367.8,5.60646e+06,0.00540116,2.91725e-05
0.15,262,195,aleatory,grid-15,r1,0.144242,2.45561,0.516353,0.182319,0.381404,1.39691,2.56374,0.0245561,0.0512747,0.0623288,100.207,123.134,89.82,33.314,0.0739701,3684.4,1.35748e+07,0.00652397,4.25622e-05
0.15,262,174,aleatory,grid-19,r1,0.148904,3.13115,0.534321,0.282193,0.512275,1.46663,2.93962,0.0313115,0.0587923,0.0860433,112.499,166.472,97.1357,69.336,0.0855767,5204.05,2.70821e+07,0.01198,0.00014352
0.15,262,262,aleatory,grid-20,r1,0.148464,1.92225,0.556124,0.01,0.121778,1.41,1.91662,0.0192225,0.0383324,0.0427204,79.7724,80.1312,79.4796,0.651532,0.0566656,23.2578,540.926,0.000245416,6.02292e-08
0.15,262,262,aleatory,grid-30,r1,0.147995,1.91605,0.599074,0.01,0.114717,1.3681,1.90652,0.0191605,0.0381304,0.0425266,79.646,79.9658,79.3917,0.574113,0.0564866,17.4334,303.924,0.000243647,5.93637e-08
0.16,280,220,aleatory,grid-10,r1,0.149428,2.32733,0.54408,0.149609,0.329413,1.41234,2.29377,0.0232733,0.0458753,0.0537824,93.0978,106.344,85.2615,21.083,0.067922,2777.44,7.71418e+06,0.00518441,2.68781e-05
0.16,280,203,aleatory,grid-15,r1,0.153878,2.53228,0.581734,0.253959,0.434026,1.45394,2.38642,0.0253228,0.0477285,0.0604509,99.4216,123.577,86.6673,36.9093,0.0758022,3217.82,1.03543e+07,0.00739916,5.47476e-05
0.16,280,166,aleatory,grid-19,r1,0.159292,3.80517,0.561938,0.348185,0.569105,1.56335,3.17405,0.0380517,0.063481,0.108804,124.432,194.678,108.266,86.4115,0.0959591,7047.09,4.96615e+07,0.0159516,0.000254454
0.16,280,280,aleatory,grid-20,r1,0.158767,1.92563,0.565678,0.01,0.125314,1.44842,1.92086,0.0192563,0.0384172,0.0427511,79.7983,80.1713,79.4913,0.67998,0.0567024,24.2175,586.486,0.000235359,5.5394e-08
0.16,280,280,aleatory,grid-30,r1,0.158127,1.91848,0.560593,0.01,0.114151,1.39765,1.911,0.0191848,0.03822,0.0425649,79.6372,79.9515,79.3877,0.563772,0.056474,19.1162,365.43,0.000244588,5.98235e-08
0.18,315,239,aleatory,grid-10,r1,0.166926,2.3394,0.538478,0.193279,0.37769,1.47039,2.3068,0.023394,0.0461361,0.0529197,93.0979,107.789,83.7324,24.0567,0.0698434,2404.65,5.78235e+06,0.00508729,2.58805e-05
0.18,315,233,aleatory,grid-15,r1,0.173387,2.54917,0.526361,0.185015,0.390866,1.50458,2.52778,0.0254917,0.0505557,0.0640993,101.5,125.375,90.1,35.2749,0.0744151,3942.18,1.55408e+07,0.00747793,5.59195e-05
0.18,315,192,aleatory,grid-19,r1,0.17917,3.42291,0.54417,0.31737,0.558566,1.59586,3.20227,0.0342291,0.0640453,0.102169,121.587,179.787,107.237,72.5494,0.0933176,6553.4,4.2947e+07,0.013147,0.000172844
0.18,315,315,aleatory,grid-20,r1,0.178663,1.92574,0.574319,0.01,0.121363,1.55504,1.92096,0.0192574,0.0384193,0.0427545,79.8096,80.1689,79.5162,0.652699,0.0567185,23.0045,529.207,0.00024089,5.80282e-08
0.18,315,315,aleatory,grid-30,r1,0.177937,1.91808,0.570989,0.01,0.112495,1.45808,1.91143,0.0191808,0.0382287,0.042544,79.6469,79.9553,79.404,0.551335,0.0564878,17.9039,320.549,0.000229471,5.26567e-08
0.2,350,246,aleatory,grid-10,r1,0.182005,2.49869,0.547893,0.207879,0.422867,1.53886,2.43836,0.0249869,0.0487672,0.0571301,97.7088,119.19,84.8464,34.3436,0.0739857,3035.93,9.21687e+06,0.0067331,4.53347e-05
0.2,350,233,aleatory,grid-15,r1,0.190942,2.6431,0.511988,0.224905,0.469213,1.5801,2.73614,0.026431,0.0547227,0.0681606,106.811,135.168,93.1993,41.9685,0.0819493,4267.74,1.82136e+07,0.00786392,6.18413e-05
0.2,350,177,aleatory,grid-19,r1,0.199373,3.90527,0.47959,0.305406,0.629433,1.71065,4.30998,0.0390527,0.0861997,0.130356,139.13,232.723,118.172,114.551,0.11264,8648.33,7.47937e+07,0.0166681,0.000277826
0.2,350,350,aleatory,grid-20,r1,0.19861,1.92745,0.554417,0.01,0.12546,1.63211,1.92269,0.0192745,0.0384538,0.0427574,79.8288,80.2034,79.52,0.683336,0.0567458,22.9681,527.536,0.000243216,5.91542e-08
0.2,350,350,aleatory,grid-30,r1,0.197715,1.92056,0.587297,0.01,0.115501,1.52156,1.90935,0.0192056,0.038187,0.0425352,79.6484,79.9705,79.3918,0.578701,0.05649,16.8296,283.236,0.000241891,5.85114e-08
0.22,385,266,aleatory,grid-10,r1,0.199689,2.45037,0.522614,0.214674,0.440702,1.6054,2.48601,0.0245037,0.0497202,0.0572051,97.9662,117.952,86.0721,31.8797,0.0750711,2969.57,8.81836e+06,0.00610769,3.73039e-05
0.22,385,249,aleatory,grid-15,r1,0.209574,2.74635,0.506364,0.216939,0.466415,1.65479,2.95065,0.0274635,0.0590131,0.0742958,111.178,144.039,98.4024,45.6364,0.0841661,5068.64,2.56911e+07,0.00815466,6.64985e-05
0.22,385,184,aleatory,grid-19,r1,0.219486,4.13069,0.557156,0.398567,0.644457,1.92218,3.94374,0.0413069,0.0788748,0.134893,141.82,226.959,123.723,103.236,0.119286,8911.41,7.94132e+07,0.0163931,0.000268733
0.22,385,385,aleatory,grid-20,r1,0.218564,1.92694,0.543429,0.01,0.126642,1.6749,1.92316,0.0192694,0.0384632,0.0428024,79.8458,80.2245,79.5323,0.692182,0.0567699,24.2585,588.474,0.000236573,5.59669e-08
0.22,385,385,aleatory,grid-30,r1,0.217308,1.91975,0.561602,0.01,0.11306,1.58652,1.91099,0.0191975,0.0382198,0.0425352,79.6158,79.9228,79.3734,0.549445,0.0564437,19.1174,365.473,0.000236192,5.57867e-08
0.24,420,278,aleatory,grid-10,r1,0.216711,2.62359,0.52201,0.242339,0.445885,1.68118,2.607,0.0262359,0.05214,0.061875,102.364,125.714,89.5557,36.1586,0.0779538,3705.51,1.37308e+07,0.00719029,5.17003e-05
0.24,420,265,aleatory,grid-15,r1,0.228299,2.7922,0.519713,0.246089,0.488572,1.76469,2.87504,0.027922,0.0575008,0.0731313,110.985,142.69,96.5978,46.0925,0.0861504,4800.74,2.30471e+07,0.00880078,7.74536e-05
0.24,420,169,aleatory,grid-19,r1,0.239744,5.67589,0.530213,0.400795,0.686609,2.15555,5.0075,0.0567589,0.10015,0.207411,173.134,309.911,152.654,157.257,0.14186,14193.4,2.01454e+08,0.0244527,0.000597933
0.24,420,420,aleatory,grid-20,r1,0.238487,1.92804,0.569881,0.01,0.125302,1.79372,1.92378,0.0192804,0.0384756,0.0428106,79.8547,80.2289,79.5462,0.682726,0.0567826,23.3089,543.307,0.000225476,5.08394e-08
0.24,420,420,aleatory,grid-30,r1,0.23704,1.91941,0.571808,0.01,0.111306,1.66172,1.91069,0.0191941,0.0382137,0.0424949,79.612,79.9099,79.3786,0.531375,0.0564382,19.7334,389.409,0.000238809,5.70295e-08
0.25,437,298,aleatory,grid-10,r1,0.22505,2.49157,0.529541,0.233087,0.436544,1.71888,2.51514,0.0249157,0.0503029,0.0592183,99.4846,119.511,87.7284,31.7823,0.0755201,3388.57,1.14824e+07,0.00608088,3.69771e-05
0.25,437,250,aleatory,grid-15,r1,0.235837,3.09782,0.535856,0.298095,0.543291,1.83308,3.14599,0.0309782,0.0629197,0.0834212,119.744,162.552,101.671,60.8816,0.0943347,5953.97,3.54497e+07,0.0102972,0.000106033
0.25,437,168,aleatory,grid-19,r1,0.249421,6.93882,0.558422,0.435526,0.702605,2.34012,5.93378,0.0693882,0.118676,0.259617,189,364.801,170.966,193.835,0.148465,17280.6,2.98621e+08,0.0286815,0.00082263
0.25,437,437,aleatory,grid-20,r1,0.248097,1.92709,0.566844,0.01,0.124308,1.86424,1.92347,0.0192709,0.0384694,0.0427872,79.8477,80.2212,79.5402,0.680981,0.0567728,22.4952,506.033,0.000233186,5.43757e-08
0.25,437,437,aleatory,grid-30,r1,0.246627,1.92019,0.559348,0.01,0.11144,1.68983,1.91035,0.0192019,0.0382069,0.0424856,79.6107,79.911,79.3746,0.536389,0.0564364,18.9537,359.242,0.000242888,5.89946e-08
0.26,455,289,aleatory,grid-10,r1,0.232732,2.62763,0.503272,0.246745,0.496733,1.7407,2.7187,0.0262763,0.0543739,0.0633944,103.934,130.47,88.9805,41.4896,0.0805302,3826.12,1.46392e+07,0.0070183,4.92565e-05
0.26,455,244,aleatory,grid-15,r1,0.24446,3.32545,0.51033,0.30431,0.562253,1.8739,3.60254,0.0332545,0.0720509,0.100201,129.647,183.514,111.148,72.366,0.100189,7880.99,6.211e+07,0.0115533,0.000133479
0.26,455,181,aleatory,grid-19,r1,0.259681,5.88499,0.54393,0.416325,0.640523,2.37291,5.28274,0.0588499,0.105655,0.219626,176.436,299.504,178.402,121.101,0.14347,14921.8,2.22659e+08,0.0244117,0.000595929
0.26,455,455,aleatory,grid-20,r1,0.258449,1.92762,0.568099,0.01,0.125701,1.94451,1.92683,0.0192762,0.0385366,0.0428093,79.8684,80.2463,79.556,0.690294,0.056802,23.1761,537.133,0.00023015,5.29691e-08
0.26,455,455,aleatory,grid-30,r1,0.25686,1.91984,0.552327,0.01,0.110424,1.72531,1.90939,0.0191984,0.0381878,0.0424802,79.6221,79.9191,79.3901,0.529015,0.0564527,17.5193,306.925,0.000254252,6.4644e-08
0.28,490,314,aleatory,grid-10,r1,0.250104,2.7066,0.543919,0.272449,0.475796,1.87709,2.58415,0.027066,0.051683,0.062764,103.566,129.625,89.2373,40.3877,0.0796509,3821.55,1.46043e+07,0.00810234,6.56478e-05
0.28,490,280,aleatory,grid-15,r1,0.264479,3.08772,0.491364,0.259318,0.54074,1.99768,3.28236,0.0308772,0.0656472,0.0857586,121.176,166.418,102.832,63.5858,0.0944568,6306.29,3.97693e+07,0.0101977,0.000103993
0.28,490,162,aleatory,grid-19,r1,0.279913,8.60997,0.483634,0.4035,0.722775,2.76453,8.40131,0.0860997,0.168026,0.417007,231.809,483.256,215.756,267.5,0.172786,25867.5,6.69125e+08,0.0328434,0.00107869
0.28,490,490,aleatory,grid-20,r1,0.278463,1.92813,0.535975,0.01,0.124021,2.03477,1.92564,0.0192813,0.0385128,0.0428191,79.8874,80.2574,79.5832,0.67419,0.0568291,23.7867,565.808,0.000233373,5.4463e-08
0.28,490,490,aleatory,grid-30,r1,0.27643,1.91979,0.557774,0.01,0.111105,1.80324,1.90886,0.0191979,0.0381772,0.0424209,79.5951,79.896,79.3584,0.537557,0.0564144,18.359,337.051,0.00025664,6.58641e-08
0.3,525,337,aleatory,grid-10,r1,0.268486,2.62798,0.510881,0.224126,0.465257,1.92549,2.75512,0.0262798,0.0551024,0.0643039,104.501,131.422,90.7991,40.6224,0.0796694,4038.67,1.63108e+07,0.00702309,4.93238e-05
0.3,525,266,aleatory,grid-15,r1,0.281332,3.81585,0.546335,0.359652,0.592715,2.21732,3.74651,0.0381585,0.0749303,0.107809,134.989,199.879,114.939,84.9401,0.105764,8488.23,7.205e+07,0.0139667,0.00019507
0.3,525,152,aleatory,grid-19,r1,0.300106,7.98234,0.530986,0.463958,0.745113,3.02665,7.08678,0.0798234,0.141736,0.334082,218.299,417.554,203.792,213.762,0.197438,22574.7,5.09618e+08,0.0325847,0.00106176
0.3,525,525,aleatory,grid-20,r1,0.298475,1.93019,0.585058,0.01,0.128424,2.23208,1.92615,0.0193019,0.038523,0.0428719,79.9037,80.2982,79.575,0.723201,0.0568524,22.6092,511.175,0.000229457,5.26504e-08
0.3,525,525,aleatory,grid-30,r1,0.295834,1.91706,0.556098,0.01,0.108665,1.8821,1.9089,0.0191706,0.0381781,0.042358,79.5492,79.8388,79.3223,0.516446,0.0563493,18.0166,324.599,0.000274623,7.54176e-08
0.32,560,311,aleatory,grid-10,r1,0.277278,2.85237,0.509296,0.283209,0.542144,1.99554,2.96315,0.0285237,0.0592631,0.0688274,111.123,143.964,93.7538,50.2103,0.0891568,4524.09,2.04674e+07,0.00825083,6.80762e-05
0.32,560,276,aleatory,grid-15,r1,0.299467,3.92077,0.546777,0.359634,0.60545,2.35693,3.73341,0.0392077,0.0746681,0.111549,138.248,202.979,116.946,86.0336,0.108503,8902.35,7.92518e+07,0.0150861,0.00022759
0.32,560,150,aleatory,grid-19,r1,0.3203,8.81287,0.502503,0.431325,0.741797,3.28823,8.68076,0.0881287,0.173615,0.426262,245.474,466.284,255.333,210.951,0.213534,27938.2,7.80543e+08,0.0349498,0.00122149
0.32,560,560,aleatory,grid-20,r1,0.318494,1.93035,0.562265,0.01,0.124057,2.26387,1.92706,0.0193035,0.0385413,0.0428743,79.9189,80.2872,79.6161,0.671159,0.0568739,23.7394,563.559,0.000219247,4.80691e-08
0.34,595,353,aleatory,grid-10,r1,0.29931,2.7753,0.521448,0.273524,0.512233,2.1631,2.85895,0.027753,0.057179,0.0682158,108.683,138.593,93.5088,45.0838,0.0847903,4473.53,2.00125e+07,0.00786392,6.18413e-05
0.34,595,273,aleatory,grid-15,r1,0.316532,3.67163,0.500195,0.351817,0.622771,2.35746,3.90364,0.0367163,0.0780729,0.109283,139.527,199.047,119.299,79.7476,0.115946,8720.7,7.60506e+07,0.0130296,0.00016977
0.34,595,141,aleatory,grid-19,r1,0.340536,9.68214,0.436329,0.361082,0.749787,3.58596,11.5199,0.0968214,0.230399,0.569455,286.16,563.898,302.787,261.111,0.241515,35778.4,1.2801e+09,0.0365111,0.00133306
0.34,595,595,aleatory,grid-20,r1,0.338496,1.93241,0.560934,0.01,0.125711,2.45498,1.92877,0.0193241,0.0385753,0.0428871,79.9303,80.3067,79.6195,0.687146,0.0568902,23.4385,549.363,0.000215771,4.6557e-08
0.35,612,340,aleatory,grid-10,r1,0.304671,3.07742,0.543135,0.339749,0.560026,2.25824,2.89783,0.0307742,0.0579566,0.0733286,113.191,149.784,96.3432,53.4407,0.089609,5093.1,2.59397e+07,0.0101234,0.000102484
0.35,612,288,aleatory,grid-15,r1,0.325916,3.89165,0.530719,0.360968,0.609017,2.5398,3.96258,0.0389165,0.0792515,0.113619,141.621,205.098,120.468,84.63,0.113165,9221.41,8.50345e+07,0.0143217,0.00020511
0.35,612,125,aleatory,grid-19,r1,0.350425,12.7217,0.710587,0.659598,0.788371,5.23051,8.863,0.127217,0.17726,0.595471,296.959,604.622,296.864,307.758,0.28034,38572.8,1.48786e+09,0.0522864,0.00273386
0.35,612,612,aleatory,grid-20,r1,0.348143,1.93242,0.570086,0.01,0.124143,2.50712,1.93,0.0193242,0.0386001,0.0429102,79.9274,80.2979,79.6227,0.675199,0.0568862,22.5082,506.62,0.000215881,4.66047e-08
0.36,630,339,aleatory,grid-10,r1,0.310826,3.05296,0.533892,0.32729,0.542096,2.18235,2.9655,0.0305296,0.0593101,0.0742491,115.291,149.917,98.3622,51.5553,0.0916889,5270.15,2.77745e+07,0.00963383,9.28107e-05
0.36,630,281,aleatory,grid-15,r1,0.334752,4.24107,0.527194,0.36161,0.624523,2.7154,4.11318,0.0424107,0.0822636,0.124054,148.07,224.4,125.731,98.6697,0.119129,10158.5,1.03195e+08,0.0163319,0.000266731
0.36,630,119,aleatory,grid-19,r1,0.360899,15.129,0.561041,0.516681,0.780467,5.72311,13.5376,0.15129,0.270752,1.00885,362.554,809.813,393.79,416.023,0.303276,56275.9,3.16698e+09,0.0528887,0.00279721
0.36,630,630,aleatory,grid-20,r1,0.358633,1.93262,0.564138,0.01,0.124503,2.65653,1.93067,0.0193262,0.0386133,0.0429098,79.9554,80.3245,79.6517,0.672839,0.0569259,23.0773,532.56,0.000208892,4.36359e-08
0.38,665,336,aleatory,grid-10,r1,0.324519,3.08641,0.523865,0.316481,0.560395,2.32749,3.21235,0.0308641,0.0642469,0.078373,119.376,156.332,102.24,54.0924,0.096583,5737.69,3.2921e+07,0.00934167,8.72668e-05
0.38,665,271,aleatory,grid-15,r1,0.351826,4.64116,0.537514,0.403581,0.650216,2.89801,4.35903,0.0464116,0.0871807,0.141063,157.248,239.587,133.442,106.145,0.129825,11688.8,1.36628e+08,0.018374,0.000337604
0.38,665,93,aleatory,grid-19,r1,0.381177,15.2893,0.336051,0.304067,0.788242,5.8791,20.2594,0.152893,0.405187,1.45777,452.875,981.277,513.112,468.166,0.409868,79501.9,6.32054e+09,0.050889,0.00258969
0.38,665,665,aleatory,grid-20,r1,0.378612,1.93201,0.573295,0.01,0.125041,2.7894,1.93071,0.0193201,0.0386142,0.0429011,79.9612,80.3336,79.6542,0.679459,0.0569341,23.7264,562.944,0.000223183,4.98105e-08
0.4,700,371,aleatory,grid-10,r1,0.343575,3.00385,0.53986,0.345684,0.566911,2.4841,3.00031,0.0300385,0.0600062,0.0737155,115.138,149.97,97.2993,52.6711,0.0926077,5216.18,2.72086e+07,0.00907,8.22649e-05
0.4,700,285,aleatory,grid-15,r1,0.369764,4.31208,0.501749,0.36906,0.637102,2.93073,4.25507,0.0431208,0.0851014,0.13007,153.416,224.618,134.621,89.9968,0.129742,10811.7,1.16892e+08,0.0164004,0.000268972
