Macroporosity,Vugs,Count,Sample,Grid,R,P_Area_100,WAv_Lx,Alignment,Alignment2,Eccent,keq_simulation,WAv_ly,Lx_norm,Ly_norm,Perimeter,EquivDiameter,Major,Minor,DifMajorMinor,Av_Area,Std_area,var_Area,Std_Lx,var_Lx
0.4,700,102,aleatory,grid-19,r1,0.401461,17.7234,0.516827,0.483456,0.753009,0,15.9262,0.177234,0.318524,1.38561,447.117,902.366,484.289,418.077,0.393589,76184.7,5.80411e+09,0.0638451,0.0040762
0.4,700,700,aleatory,grid-20,r1,0.398636,1.93364,0.571727,0.01,0.125342,2.90234,1.93104,0.0193364,0.0386209,0.0429301,79.971,80.3465,79.6606,0.685821,0.056948,23.8845,570.467,0.000204708,4.19054e-08
0.42,735,346,aleatory,grid-10,r1,0.355416,3.52308,0.538454,0.363676,0.589762,2.6876,3.37951,0.0352308,0.0675901,0.0902856,128.77,175.397,108.831,66.5662,0.102721,7329.84,5.37265e+07,0.0121276,0.000147078
0.42,735,261,aleatory,grid-15,r1,0.385729,5.09066,0.495023,0.387956,0.671012,3.48239,5.17115,0.0509066,0.103423,0.167382,174.529,270.5,154.234,116.266,0.147789,14486.7,2.09863e+08,0.0197038,0.000388238
0.42,735,81,aleatory,grid-19,r1,0.421595,24.8163,0.571824,0.544331,0.764988,0,20.5971,0.248163,0.411941,2.44236,577.419,1186.64,700.461,486.175,0.520488,119475,1.42742e+10,0.0788628,0.00621935
0.42,735,735,aleatory,grid-20,r1,0.418772,1.93573,0.600596,0.01,0.125324,3.27454,1.93219,0.0193573,0.0386439,0.042972,79.9904,80.3648,79.6813,0.68353,0.0569758,23.0927,533.272,0.000198885,3.95551e-08
0.44,770,355,aleatory,grid-10,r1,0.37063,3.56919,0.504243,0.334345,0.589467,2.75237,3.63285,0.0356919,0.072657,0.0998616,133.363,180.635,114.444,66.1908,0.104403,8450.64,7.14133e+07,0.0117605,0.000138309
0.44,770,246,aleatory,grid-15,r1,0.40167,5.28601,0.503415,0.405861,0.687353,3.587,5.28231,0.0528601,0.105646,0.17499,181.14,278.328,159.91,118.419,0.163281,15178.5,2.30386e+08,0.020502,0.000420331
0.44,770,45,aleatory,grid-19,r1,0.442281,39.8394,0.65103,0.636285,0.818588,0,36.8424,0.398394,0.736848,6.55192,1005.74,2216.9,1183.06,1033.84,0.982847,278470,7.75456e+10,0.118164,0.0139627
0.44,770,770,aleatory,grid-20,r1,0.438866,1.9367,0.587375,0.01,0.127301,3.54759,1.93236,0.019367,0.0386472,0.0429525,80.0043,80.3881,79.6851,0.703004,0.0569956,22.5605,508.978,0.000194439,3.78066e-08
0.45,787,342,aleatory,grid-10,r1,0.375585,3.72116,0.517384,0.367924,0.612974,2.89764,3.70892,0.0372116,0.0741784,0.0982324,134.93,190.432,113.379,77.0533,0.10982,8107.1,6.57251e+07,0.0131365,0.000172567
0.45,787,256,aleatory,grid-15,r1,0.410978,5.82654,0.530898,0.424448,0.676041,3.89542,5.60683,0.0582654,0.112137,0.208669,194.659,298.455,174.092,124.363,0.160538,18082.3,3.26968e+08,0.0224526,0.000504119
0.45,787,64,aleatory,grid-19,r1,0.45214,29.8818,0.541894,0.517923,0.629456,0,27.3676,0.298818,0.547352,3.77633,750.515,1291.3,997.664,293.635,0.706469,177097,3.13634e+10,0.0898148,0.00806671
0.45,787,787,aleatory,grid-20,r1,0.448644,1.93626,0.594474,0.01,0.127939,3.58336,1.93322,0.0193626,0.0386644,0.0429748,80.0121,80.4017,79.6877,0.713963,0.0570068,22.0084,484.368,0.000194713,3.79131e-08
